Id;ResourceName;Name;HasBmpCollection;HasBmpItem;HasAct
1592;바람의책;Genealogy of Thunder God;True;True;True
1593;양장본;Book of Fate;True;True;True
1594;불의책;Genealogy of Flame God;True;True;True
1595;물의책;Genealogy of Ice God;True;True;True
1596;땅의책;Genealogy of Earth God;True;True;True
1598;뱀백과사전;Snake Encyclopedia;True;True;True
1599;앙그라마이뉴;Angra manyu;True;True;True
1600;사념의로드;Vicious Mind Rod;True;True;True
1601;롯드;Rod;True;True;True
1602;롯드;Rod;True;True;True
1603;롯드;Rod;True;True;True
1604;완드;Wand;True;True;True
1605;완드;Wand;True;True;True
1606;완드;Wand;True;True;True
1607;스태프;Staff;True;True;True
1608;스태프;Staff;True;True;True
1609;스태프;Staff;True;True;True
1610;아크완드;Arc Wand;True;True;True
1611;아크완드;Arc Wand;True;True;True
1612;아크완드;Arc Wand;True;True;True
1613;마이트스태프;Mighty Staff;True;True;True
1614;신관의지팡이;Wand of Occult;True;True;True
1615;해골지팡이;Evil Bone Wand;True;True;True
1616;스태프오브윙;Wing Staff;True;True;True
1617;생존의지팡이;Staff of Survival;True;True;True
1618;생존의지팡이;Staff of Survival;True;True;True
1619;생존의지팡이2;Staff of Survival;True;True;True
1620;생존의지팡이2;Staff of Survival;True;True;True
1621;최면술사지팡이;Hypnotist's Staff;True;True;True
1622;최면술사지팡이;Hypnotist's Staff;True;True;True
1623;마이트스태프;Mighty Staff;True;True;True
1624;리치해골지팡이;Lich's Bone Wand;True;True;True
1625;치유의지팡이;Healing Staff;True;True;True
1626;스태프오브피어싱;Piercing Staff;True;True;True
1627;스태프;Staffy;True;True;True
1628;생존의지팡이;Refined Staff of Survival;True;True;True
1629;신사의지팡이;Gentleman Staff;True;True;True
1630;릴리즈오브위스;Release of Wish;True;True;True
1631;홀리스틱;Holy Stick;True;True;True
1632;마이트스태프;Warlock's Magic Wand;True;True;True
1633;마이트스태프;Warlock's Battle Wand;True;True;True
1634;최면술사지팡이;Strong Recovery Wand;True;True;True
1635;최면술사지팡이;Speedy Recovery Wand;True;True;True
1636;해골지팡이;Thorn Staff of Darkness;True;True;True
1637;이레이저;Eraser;True;True;True
1638;치유의지팡이;Staff of Healing;True;True;True
1639;롯드;Novice Rod;True;True;True
1640;최면술사지팡이;Glorious Arc Wand;True;True;True
1641;최면술사지팡이;Glorious Healing Wand;True;True;True
1642;아크완드;Staff of Darkness;True;True;True
1643;고목나무지팡이;Ancient Tree Wood Cane;True;True;True
1644;스태프오브피어싱;Staff of Piercing;True;True;True
1645;리치해골지팡이;Lich's Bone Wand;True;True;True
1646;라크리마스틱;La'cryma Stick;True;True;True
1647;크로체스태프;Croce Staff;True;True;True
1648;스태프오브오르도;Staff of Bordeaux;True;True;True
1649;라피니스태프;Lapine Staff;True;True;True
1650;생존의지팡이2;Eden Staff I;True;True;True
1651;최면술사지팡이;Eden Staff II;True;True;True
1652;롯드;Traveler's Staff;True;True;True
1653;홀리스틱;Staff of Healing;True;True;True
1654;멘탈스틱;Mental Stick;True;True;True
1657;자애의지팡이;Wand of Affection;True;True;True
1658;스태프오브윙;Eden Staff III;True;True;True
1659;회복의빛;Light of Recovery;True;True;True
1660;자애의지팡이;Wand of Affection II;True;True;True
1661;빛의수호지팡이;Mental Destroyer;True;True;True
1662;해골지팡이;Evil Bone Wand;True;True;True
1663;스태프오브오르도;Staff of Bordeaux;True;True;True
1664;해골지팡이;Thorny Staff of Darkness;True;True;True
1665;스태프오브피어싱;Staff of Piercing;True;True;True
1666;치유의지팡이;Staff of Healing;True;True;True
1667;스태프;TE WoE Staff;True;True;True
1668;신사의지팡이;Sword Stick;True;True;True
1669;타노스의지팡이;Thanos Staff;True;True;True
1670;RWC메모리스태프;RWC Memory Staff;True;True;True
1671;홀리스틱;Evil Slayer Vanquisher Staff;True;True;True
1675;신사의지팡이;Gentleman Staff;True;True;True
1676;바쿠룸다이모니쿰;Baculum Daemonicum;True;True;True
1677;서늘한지팡이;Blue Wand;True;True;True
1678;빛나는지팡이;Ru Gold Wand;True;True;True
1679;라피니스태프;Lapine Staff;True;True;True
1680;진홍의로드;Crimson Rod;True;True;True
1681;초보자용강아지풀;Sprout Foxtail Wand;True;True;True
1682;쉐도우스태프;Shadow Staff;True;True;True
1683;풍성한강아지풀;Enriched Foxtail Wand;True;True;True
1684;길다란강아지풀;Long Foxtail Wand;True;True;True
1685;잠자리앉은강아지풀;Sitting Dragontail Foxtail Wand;True;True;True
1686;커다란강아지풀;Large Foxtail Wand;True;True;True
1687;초보자용강아지풀;Novice Foxtail Wand;True;True;True
1690;잠자리앉은강아지풀;Marvelous Foxtail Wand;True;True;True
1691;잠자리앉은강아지풀;Wondrous Foxtail Wand;True;True;True
1692;잠자리앉은강아지풀;Magic Foxtail Wand;True;True;True
1693;마력의노랑강아지풀;Magic Yellow Foxtail Wand;True;True;True
1694;커다란강아지풀;Foxtail Model;True;True;True
1695;커다란강아지풀;Fine Foxtail Model;True;True;True
1696;커다란강아지풀;Exquisite Foxtail Model;True;True;True
1697;정교한노랑강아지풀모형;Exquisite Yellow Foxtail Model;True;True;True
1698;타노스의지팡이;Requiem Wand;True;True;True
1699;길다란강아지풀;Eden Foxtail I;True;True;True
1701;보우;Bow;True;True;True
1702;보우;Bow;True;True;True
1703;보우;Bow;True;True;True
1704;컴포지트보우;Composite Bow;True;True;True
1705;컴포지트보우;Composite Bow;True;True;True
1706;컴포지트보우;Composite Bow;True;True;True
1707;그레이트보우;Great Bow;True;True;True
1708;그레이트보우;Great Bow;True;True;True
1709;그레이트보우;Great Bow;True;True;True
1710;크로스보우;Cross Bow;True;True;True
1711;크로스보우;Cross Bow;True;True;True
1712;크로스보우;Cross Bow;True;True;True
1713;알바레스트;Arbalest;True;True;True
1714;각궁;Gakkung;True;True;True
1715;알바레스트;Arbalest;True;True;True
1716;각궁;Gakkung;True;True;True
1718;헌터보우;Hunter Bow;True;True;True
1719;도둑의활;Roguemaster's Bow;True;True;True
1720;루드라의활;Rudra Bow;True;True;True
1721;리피팅크로스;Repeating Crossbow;True;True;True
1722;발리스타;Ballista;True;True;True
1723;루나보우;Luna Bow;True;True;True
1724;드래곤윙;Dragon Wing;True;True;True
1725;음유시인의활;Minstrel Bow;True;True;True
1726;헌터보우;Hunter Bow;True;True;True
1727;발리스타;Ballista;True;True;True
1728;발리스타;Ballista;True;True;True
1729;루드라의활;Rudra Bow;True;True;True
1730;불타는활;Burning Bow;True;True;True
1731;냉각의활;Frozen Bow;True;True;True
1732;대지의활;Earth Bow;True;True;True
1733;질풍의활;Gust Bow;True;True;True
1734;오크아쳐의활;Orc Archer Bow;True;True;True
1735;각궁;Kkakkung;True;True;True
1736;더블바운드;Double Bound;True;True;True
1737;익시온의날개;Ixion Wings;True;True;True
1738;크로스보우;Valorous Battle Crossbow;True;True;True
1739;크로스보우;Brave Battle Crossbow;True;True;True
1740;네펜데스보우;Nepenthes Bow;True;True;True
1741;커즈드라이어;Cursed Lyre;True;True;True
1742;컴포지트보우;Novice Composite Bow;True;True;True
1743;헌터보우;Glorious Hunter Bow;True;True;True
1744;도둑의활;Bow of Evil;True;True;True
1745;팔켄블리츠;Falken Blitz;True;True;True
1746;엘븐보우;Elven Bow;True;True;True
1747;도둑의활;Eden Bow I;True;True;True
1748;헌터보우;Eden Bow II;True;True;True
1749;보우;Traveler's Bow;True;True;True
